No,Link,Sentiment,Penerbit,Tag
22,https://money.kompas.com/read/2017/03/08/211500326/distribusi.bbm.patra.niaga.terapkan.sistem.keselamatan.transportasi.,Negatif,money.kompas.com,Kecelakaan Kerja
23,https://money.kompas.com/read/2016/10/11/154906626/pertamina.dan.kai.kembangkan.penggunaan.lng.untuk.bahan.bakar.kereta.api,Positif,money.kompas.com,Migas
24,https://otomotif.kompas.com/read/2017/09/23/100200015/pertamina-fokus-cari-bibit-pebalap-muda,Positif,otomotif.kompas.com,BBM
25,https://otomotif.kompas.com/read/2017/12/14/110200115/pertamina-mulai-kampanye-kartu-my-pertamina,Positif,otomotif.kompas.com,BBM
26,https://otomotif.kompas.com/read/2017/12/13/114200215/pertamax-turbo-buat-konsumen-pemilik-supercar,Netral,otomotif.kompas.com,Kebakaran
27,https://money.kompas.com/read/2017/09/20/183826426/gandeng-bank-mandiri-pertamina-optimalisasi-likuiditas-perusahaan,Positif,money.kompas.com,Gangguan Operasional
28,https://regional.kompas.com/read/2016/03/30/21373121/Warga.Balikpapan.Akan.Gugat.Pemerintah.soal.Alih.Fungsi.Cagar.Budaya?page=all,Netral,regional.kompas.com,Migas
29,https://regional.kompas.com/read/2017/11/08/14181751/tanggapan-pertagas-terkait-penanaman-pipa-gas-di-grobogan,Positif,regional.kompas.com,Kebakaran
30,https://money.kompas.com/read/2017/02/11/170000626/phe.wmo.pasok.kondensat.ke.industri.thinner.dan.biji.plastik,Negatif,money.kompas.com,Migas
31,https://money.kompas.com/read/2016/07/07/230350326/pertamina.tambah.pasokan.pertamax.dan.pertalite.di.jalur.brebes-tegal,Positif,money.kompas.com,BBM
32,https://biz.kompas.com/read/2016/12/10/004622528/hanya.hari.ini.bright.gas.diskon.59.persen.dan.gratis.ongkos.kirim.,Netral,biz.kompas.com,Kebakaran
33,https://regional.kompas.com/read/2016/09/15/11450011/menguras.untung.dari.sumur.lantung.?page=all,Positif,regional.kompas.com,Migas
34,https://otomotif.kompas.com/read/2017/12/14/172400415/jangan-menghidupkan-motor-di-depan-dispenser-spbu,Negatif,otomotif.kompas.com,Kebakaran
35,https://money.kompas.com/image/2017/08/22/065114026/pertamina--konsumsi-bbm-berkualitas-terus-meningkat,Positif,money.kompas.com,BBM
36,https://money.kompas.com/image/2016/08/16/201038726/pertamina.bedah.rumah.veteran.di.papua.barat,Netral,money.kompas.com,Akademik
37,https://money.kompas.com/image/2016/05/10/164259226/Pertamina.Menang.Lelang.PGE.Gandeng.BUMD.Aceh.Kembangkan.Panas.Bumi,Netral,money.kompas.com,Lainnya
38,https://foto.kompas.com/photo/read/2017/12/16/1513405033859/500-Siswa-Ikuti-Milo-Football-Clinic-Day,Positif,foto.kompas.com,Bisnis
39,https://money.kompas.com/read/2016/01/03/175453226/Harga.Pertamax.Turun.Rp.200.Per.Liter.Pertalite.Rp.250.Per.Liter,Negatif,money.kompas.com,BBM
40,https://otomotif.kompas.com/read/2017/12/13/162200515/setelah-lamborghini-pertamax-turbo-incar-mercedes-g-class,Positif,otomotif.kompas.com,BBM
41,https://money.kompas.com/image/2017/12/06/203605926/pemerintah-jangan-gengsi-akui-indonesia-krisis-energi,Negatif,money.kompas.com,Lainnya
42,https://olahraga.kompas.com/image/2016/07/04/17254171/sean.gelael.berlebaran.di.london?page=2,Positif,olahraga.kompas.com,Lainnya
43,https://megapolitan.kompas.com/read/2017/10/04/14232311/spbu-pertamina-yang-meledak-di-kalimalang-dipasangi-garis-polisi,Negatif,megapolitan.kompas.com,Kebakaran
44,https://money.kompas.com/read/2016/12/09/215153926/pertama.di.indonesia.bum.desa.gandeng.pertamina.sediakan.listrik.desa,Positif,money.kompas.com,Migas
45,https://money.kompas.com/read/2016/12/04/065333526/menteri.bumn.tetapkan.2.direksi.baru.di.pertamina,Positif,money.kompas.com,Migas
46,https://money.kompas.com/read/2017/11/27/165608726/ini-dua-fokus-csr-pertamina-patra-niaga,Positif,money.kompas.com,Kecelakaan Kerja
47,https://money.kompas.com/image/2016/12/09/215153926/pertama.di.indonesia.bum.desa.gandeng.pertamina.sediakan.listrik.desa,Positif,money.kompas.com,Migas
48,https://money.kompas.com/read/2017/07/17/221203626/suko-hartono-jadi-presiden-direktur-pertagas,Positif,money.kompas.com,Kebakaran
49,https://money.kompas.com/read/2017/02/04/123000626/serikat.pekerja.angkat.bicara.terkait.pencopotan.2.pimpinan.pertamina,Positif,money.kompas.com,Kecelakaan Kerja
50,https://money.kompas.com/image/2016/03/06/190124926/Pertamina.Komitmen.Bangun.PLTS.1.000.MW.dalam.Lima.Tahun.ke.Depan,Netral,money.kompas.com,Lainnya
51,https://otomotif.kompas.com/read/2016/07/02/072300915/Pertamina.Sudah.Jualan.Bensin.di.Italia,Netral,otomotif.kompas.com,BBM
52,https://otomotif.kompas.com/read/2016/04/13/075100415/Mobil.Diesel.Common.Rail.Bisa.Minum.Dexlite,Netral,otomotif.kompas.com,BBM
53,https://olahraga.kompas.com/read/2017/04/23/20360031/agung.seganti.setelah.4.tahun.akhirnya.juara.proliga.lagi,Positif,olahraga.kompas.com,Kebakaran
54,https://otomotif.kompas.com/read/2017/05/31/042153915/pertamina.jamin.stok.bbm.jelang.mudik.2017,Positif,otomotif.kompas.com,BBM
55,https://bola.kompas.com/read/2016/09/27/20530098/bupati.tawarkan.stadion.penajam.jadi.markas.baru.persiba.balikpapan,Positif,bola.kompas.com,Kecelakaan Kerja
56,https://nasional.kompas.com/read/2016/07/07/22013681/ketua.kpu.husni.kamil.manik.meninggal.dunia,Positif,nasional.kompas.com,Kebakaran
57,https://money.kompas.com/read/2017/07/06/145356226/pertamina.kembangkan.program.non-tunai.pembelian.bbm.di.spbu?page=all,Positif,money.kompas.com,BBM
58,https://money.kompas.com/read/2016/10/11/112037626/beredar.tabung.gas.3.kg.oplosan.berisi.air.ini.kata.pertamina,Netral,money.kompas.com,Migas
59,https://money.kompas.com/read/2017/02/14/144901626/ahmad.bambang.dicalonkan.jadi.orang.nomor.1.pertamina.,Netral,money.kompas.com,Migas
60,https://money.kompas.com/image/2016/11/08/184043526/ini.wilayah-wilayah.yang.menjadi.sasaran.penerapan.bbm.satu.harga,Netral,money.kompas.com,BBM
61,https://otomotif.kompas.com/read/2017/12/14/164200115/-my-pertamina-juga-bisa-untuk-tol-dan-krl,Positif,otomotif.kompas.com,BBM
62,https://olahraga.kompas.com/image/2017/04/23/20360031/agung.seganti.setelah.4.tahun.akhirnya.juara.proliga.lagi,Netral,olahraga.kompas.com,Lainnya
63,https://nasional.kompas.com/read/2017/12/22/15580401/bbm-satu-harga-di-papua-sudah-jalan-tetapi-stok-terbatas?page=all,Negatif,nasional.kompas.com,BBM
64,https://olahraga.kompas.com/read/2016/03/04/09220161/Kenapa.Rio.Haryanto.Sulit.Dapatkan.Sponsor.?page=all,Netral,olahraga.kompas.com,Ekonomi
65,https://money.kompas.com/read/2016/03/18/141525826/Gaji.Manajer.Engineering.Chevron.Rp.51.25.Juta.di.Pertamina.Rp.13.3.Juta.per.Bulan,Netral,money.kompas.com,Migas
66,https://otomotif.kompas.com/read/2017/12/14/172200015/pertamax-turbo-belum-tersedia-di-seluruh-indonesia,Netral,otomotif.kompas.com,BBM
67,https://biz.kompas.com/read/2017/05/22/152225028/komparasi.4.jenis.oktan.bbm,Netral,biz.kompas.com,BBM
68,https://otomotif.kompas.com/read/2017/10/18/150200515/sebenarnya-boleh-tidak-isi-bensin-pakai-jeriken-,Netral,otomotif.kompas.com,BBM
69,https://money.kompas.com/read/2016/03/28/141500526/Tiga.BUMN.Ini.Terus.Siapkan.Bandara.Pondok.Cabe.Jadi.Bandara.Komersial,Netral,money.kompas.com,Migas
70,https://otomotif.kompas.com/read/2017/09/22/160200015/pertamina-nempel-di-lamborghini-huracan-super-trofeo,Netral,otomotif.kompas.com,Migas
71,https://money.kompas.com/read/2016/12/05/072840126/daya.radar.utama.luncurkan.kapal.tanker.pesanan.pertamina,Positif,money.kompas.com,Migas
72,https://otomotif.kompas.com/read/2017/04/13/162300215/penyebaran.spbg.terkendala.faktor.infrastruktur.,Negatif,otomotif.kompas.com,Kebakaran
73,https://money.kompas.com/read/2017/03/29/104843926/pertamina.perluas.pangsa.pasar.3.jenis.bright.gas.ke.28.provinsi,Negatif,money.kompas.com,Kebakaran
74,https://otomotif.kompas.com/read/2017/06/02/164200915/NaN,Netral,otomotif.kompas.com,BBM
75,https://nasional.kompas.com/read/2016/01/31/14082481/Lima.Tahun.Berdiri.Indonesia.Mengajar.Didaftar.100.000.Orang.Lebih,Positif,nasional.kompas.com,Kebakaran
76,https://otomotif.kompas.com/read/2017/02/08/104200715/ertiga.diesel.hibrida.anti.minum.solar.biasa,Positif,otomotif.kompas.com,BBM
77,https://megapolitan.kompas.com/read/2017/08/28/20173711/video-detik-detik-kebakaran-spbu-bojong-gede-viral-di-medsos,Netral,megapolitan.kompas.com,Kebakaran
78,https://money.kompas.com/read/2016/02/24/150256026/Pertamina.Benarkan.Tunggangan.Rio.Haryanto.di.F1.Pakai.Pelumas.Petronas,Netral,money.kompas.com,Lainnya
79,https://megapolitan.kompas.com/read/2017/08/21/20370521/pengelola-spbu-di-cisauk-bantah-tukar-pertamax-dengan-pertalite,Netral,megapolitan.kompas.com,BBM
80,https://biz.kompas.com/read/2017/06/20/110459728/lesehan.enduro.selalu.setia.temani.pemudik.selama.12.tahun,Positif,biz.kompas.com,Kebakaran
81,https://money.kompas.com/read/2017/03/05/113000826/jubir.pertamina.wianda.pusponegoro.dicopot.dari.jabatannya.,Netral,money.kompas.com,Migas
82,https://regional.kompas.com/read/2017/08/29/20460231/pembangunan-pipa-gas-bumi-grissik-pusri-diresmikan?page=all,Positif,regional.kompas.com,Migas
83,https://kilaskementerian.kompas.com/fmb9/read/2017/12/06/133100726/holding-migas-demi-pemerataan-pembangunan-pipa-gas-di-tanah-air,Positif,kilaskementerian.kompas.com,Migas
84,https://travel.kompas.com/read/2017/07/24/065200327/sensasi-memancing-di-pinggir-selat-malaka,Positif,travel.kompas.com,Lainnya
85,https://nasional.kompas.com/read/2017/09/04/22294941/jokowi-kalau-tak-ngotot-kita-hanya-punya-9-persen-saham-freeport,Positif,nasional.kompas.com,Migas
86,https://money.kompas.com/read/2016/05/10/195407226/Mulai.November.2016.Kantor.Unilever.Indonesia.Akan.Berpusat.di.BSD,Netral,money.kompas.com,Hukum
87,https://otomotif.kompas.com/read/2017/06/02/032200715/perhatikan.prediksi.puncak.arus.mudik.2017.,Negatif,otomotif.kompas.com,Akademik
88,https://megapolitan.kompas.com/read/2016/03/21/19240031/Lapangan.Terbang.Pondok.Cabe.dari.Gelap.Perang.hingga.Sesak.Urban?page=all,Netral,megapolitan.kompas.com,Kecelakaan Kerja
89,https://money.kompas.com/read/2016/12/27/125113426/jokowi.tepis.isu.serbuan.tenaga.kerja.china,Positif,money.kompas.com,Kecelakaan Kerja
90,https://regional.kompas.com/read/2017/12/01/13484901/pengeboran-pge-di-hutan-lindung-bukit-daun-jangan-sampai-merusak-sumber-air,Netral,regional.kompas.com,Migas
91,https://bola.kompas.com/read/2017/12/18/17134828/resmi-osvaldo-haay-tinggalkan-persipura,Positif,bola.kompas.com,Kecelakaan Kerja
92,https://nasional.kompas.com/read/2016/07/07/23462581/jenazah.ketua.kpu.disemayamkan.di.rumah.duka,Netral,nasional.kompas.com,Kecelakaan Kerja
93,https://money.kompas.com/read/2016/02/05/141708326/BRI.Fasilitasi.Pembayaran.Gas.Elpiji.3.Kg,Positif,money.kompas.com,Migas
94,https://money.kompas.com/read/2017/11/08/054839526/pgn-akan-jual-gas-dalam-tabung-12-kg-dan-50-kg,Positif,money.kompas.com,Migas
95,https://nasional.kompas.com/read/2016/10/20/18051081/wujudkan.bbm.satu.harga.di.papua.pemerintah.tambah.tiga.pesawat.pengangkut,Negatif,nasional.kompas.com,Kecelakaan Kerja
96,https://nasional.kompas.com/read/2016/07/10/12595921/serda.yogi.dimakamkan.dengan.upacara.adat.batak.dan.militer,Netral,nasional.kompas.com,Kecelakaan Kerja
97,https://biz.kompas.com/read/2016/08/10/090248628/menilik.keunggulan.bahan.bakar.gas.cair.vi-gas.di.giias.2016,Netral,biz.kompas.com,Migas
98,https://money.kompas.com/read/2017/12/14/091500526/NaN,Positif,money.kompas.com,Kebakaran
99,https://money.kompas.com/read/2017/09/07/110029426/mangrove-benteng-nelayan-halau-abrasi-di-pesisir-tanjung-mas-semarang?page=all,Positif,money.kompas.com,Kebakaran
100,https://nasional.kompas.com/read/2016/06/04/13261841/mantan.ketua.umum.pdi.soerjadi.meninggal.dunia,Netral,nasional.kompas.com,Kecelakaan Kerja
101,https://finance.detik.com/energi/d-3137026/i-rig-i-pertamina-di-jatibarang-terbakar-ini-kronologinya,Netral,finance.detik.com,Kebakaran
102,https://news.detik.com/berita/d-3314306/ledakan-kilang-cilacap-ditangani-cepat-pertamina-tidak-ada-gangguan-operasional,Negatif,news.detik.com,Kebakaran
103,https://news.detik.com/berita/d-3491545/kebakaran-di-pertamina-plumpang-padam-penyebabnya-rumput-kering,Netral,news.detik.com,Kebakaran
104,https://news.detik.com/adv-nhl-detikcom/d-3627731/pertamina-lubricants-gelar-gathering-dengan-mitra-bisnis-di-jatim,Netral,news.detik.com,Lainnya
105,https://news.detik.com/berita/d-3525849/eks-presdir-pertamina-trans-kontinental-jadi-tersangka-di-kejagung,Negatif,news.detik.com,Hukum
106,https://finance.detik.com/energi/d-3382411/pertamina-targetkan-produksi-listrik-dari-panas-bumi-capai-617-mw-di-2017,Positif,finance.detik.com,Migas
107,https://finance.detik.com/energi/d-3139227/kembangkan-universitas-pertamina-siapkan-rp-680-m,Positif,finance.detik.com,Akademik
108,https://finance.detik.com/foto-bisnis/d-3139444/pertamina-resmikan-universitas,Positif,finance.detik.com,Akademik
109,https://finance.detik.com/energi/d-3471894/pertamina-siap-kembangkan-geothermal-ciremai-pasca-dilepas-chevron,Negatif,finance.detik.com,Kebakaran
110,https://news.detik.com/adv-nhl-detikcom/d-3172867/implementasi-flazz-bca-di-kartu-fleet-pertamina-tingkatkan-efisiensi-ppn,Positif,news.detik.com,Bisnis
111,https://news.detik.com/berita/d-3567889/bareskrim-tetapkan-pejabat-pertamina-tersangka-kasus-tanah-simprug,Negatif,news.detik.com,Hukum
112,https://finance.detik.com/energi/d-3152813/pertamina-pesan-8-kapal-tanker-rp-2-66-t,Positif,finance.detik.com,Kecelakaan Kerja
113,https://news.detik.com/adv-nhl-detikcom/d-3660491/pertamina-lubricants-apresiasi-mekanik-via-asuransi-bpjs-kesehatan,Positif,news.detik.com,Bisnis
114,https://news.detik.com/adv-nhl-detikcom/d-3336397/pelumas-terbaru-dari-pertamina-lubricants-hadir-di-indonesia-motorcycle-show-2016,Positif,news.detik.com,Kebakaran
115,https://news.detik.com/adv-nhl-detikcom/d-3256935/pertamina-hadirkan-pelumas-standar-dunia-dengan-berbagai-teknologi-modern,Netral,news.detik.com,Kebakaran
116,https://news.detik.com/adv-nhl-detikcom/d-3278668/pt-pertamina-lubricants-pasok-pelumas-untuk-pabrikan-gula-di-ntb,Positif,news.detik.com,Migas
117,https://finance.detik.com/energi/d-3259388/cari-minyak-di-tuban-pertamina-ngebor-sampai-2-600-meter,Positif,finance.detik.com,Migas
118,https://finance.detik.com/energi/d-3324471/bangun-spbu-di-pelosok-maluku-papua-pertamina-siapkan-rp-54-m,Positif,finance.detik.com,BBM
119,https://news.detik.com/adv-nhl-detikcom/d-3263979/kini-produk-pertamina-lubricants-sudah-memasuki-pasar-domestik-thailand,Positif,news.detik.com,Kebakaran
120,https://finance.detik.com/energi/d-3404171/dapat-bagian-57-5-minyak-di-blok-onwj-ini-penjelasan-pertamina,Netral,finance.detik.com,Migas
121,https://news.detik.com/berita/d-3227149/kasus-spbu-curang-di-ciputat-pertamina-kami-rugi-dari-sisi-reputasi,Negatif,news.detik.com,BBM
122,https://news.detik.com/adv-nhl-detikcom/d-3256788/berkreasi-tanpa-batas-di-kompetisi-pertamina-lamborghini-livery-contest,Netral,news.detik.com,BBM
123,https://finance.detik.com/energi/d-3306853/pertamina-dan-badan-geologi-kerja-sama-cari-minyak-di-aceh-hingga-papua,Positif,finance.detik.com,Migas
124,https://sport.detik.com/f1/d-3274785/tak-ada-rio-logo-pertamina-pun-menghilang-dari-mobil-manor,Positif,sport.detik.com,Hukum
125,https://finance.detik.com/energi/d-3560583/apa-kabar-rencana-pertamina-garap-ladang-minyak-di-iran-dan-rusia,Positif,finance.detik.com,Migas
126,https://news.detik.com/berita/d-3710014/kasus-korupsi-eks-presdir-pertamina-trans-kontinental-segera-disidang,Negatif,news.detik.com,Hukum
127,https://news.detik.com/berita/d-3505696/polisi-tak-ada-korban-jiwa-di-tabrakan-truk-dan-tangki-pertamina,Negatif,news.detik.com,Kecelakaan Kerja
128,https://news.detik.com/berita/d-3614068/eks-pejabat-pertamina-masuk-dpo-kasus-korupsi-lahan-simprug,Negatif,news.detik.com,Hukum
129,https://news.detik.com/berita/d-3224066/kasus-korupsi-hukuman-mantan-direktur-pertamina-suroso-diperberat,Negatif,news.detik.com,Hukum
130,https://news.detik.com/berita/d-3254026/akhir-jejak-eks-direktur-pertamina-yang-terima-fasilitas-hotel-mewah-di-london,Netral,news.detik.com,Hukum
131,https://news.detik.com/berita/d-3343956/tangki-di-terminal-bbm-belawan-terbakar-pertamina-pastikan-pasokan-aman,Netral,news.detik.com,BBM
132,https://event.detik.com/429/pelita-jaya-basketball-x-satria-muda-pertamina-jakarta,Positif,event.detik.com,Lainnya
133,https://finance.detik.com/energi/d-3414688/dicopot-dari-wadirut-pertamina-ahmad-bambang-saya-tak-tahu-alasannya,Netral,finance.detik.com,Kebakaran
134,https://news.detik.com/adv-nhl-detikcom/d-3211724/pt-pertamina-retail-tingkatkan-layanan-bisnis-bahan-bakar-dan-non-bahan-bakar,Positif,news.detik.com,BBM
135,https://news.detik.com/berita-jawa-barat/d-3535527/pt-pertamina-patra-niaga-bantah-lakukan-phk-sepihak-awak-mobil-tanki,Netral,news.detik.com,Migas
136,https://news.detik.com/berita/d-3189278/truk-tangki-pertamina-terguling-di-cibinong-kenek-alami-luka-ringan,Negatif,news.detik.com,Kecelakaan Kerja
137,https://news.detik.com/berita/d-3483823/kecelakaan-truk-pertamina-dan-sedan-di-tol-merak-tewaskan-1-orang,Negatif,news.detik.com,Kecelakaan Kerja
138,https://finance.detik.com/energi/d-3445768/pertamina-dan-total-teken-perjanjian-peralihan-blok-mahakam,Positif,finance.detik.com,Migas
139,https://news.detik.com/adv-nhl-detikcom/d-3232968/pertamina-lubricants-berikan-layanan-lengkap-pada-pemudik-dari-paket-hemat-hingga-mudik-gratis,Positif,news.detik.com,BBM
140,https://finance.detik.com/energi/d-3270063/pertamina-luncurkan-bright-gas-5-5-kg-di-makassar,Positif,finance.detik.com,Bisnis
141,https://news.detik.com/berita/d-3396345/kobaran-api-di-kilang-minyak-balikpapan-pertamina-bukan-kebakaran,Negatif,news.detik.com,Migas
142,https://news.detik.com/berita/d-3725965/jadi-dpo-eks-petinggi-pertamina-tersangka-kasus-aset-juga-dicekal,Negatif,news.detik.com,Hukum
143,https://news.detik.com/berita/d-3285084/diduga-jalan-licin-truk-tanki-pertamina-nyebur-ke-sungai-di-banjarnegara,Negatif,news.detik.com,Kecelakaan Kerja
144,https://news.detik.com/berita/d-3333760/lawan-pemkot-palembang-pertamina-rebut-lapangan-golf-di-sumsel,Netral,news.detik.com,Hukum
145,https://finance.detik.com/berita-ekonomi-bisnis/d-3196032/pertamina-dan-pp-bangun-apartemen-di-balikpapan-senilai-rp-497-m,Netral,finance.detik.com,Migas
146,https://finance.detik.com/foto-bisnis/d-3615292/menengok-perawatan-sumur-migas-pertamina-di-indramayu,Netral,finance.detik.com,Migas
147,https://finance.detik.com/energi/d-3173187/pasok-bbm-ke-wakatobi-pertamina-tak-lagi-gunakan-kapal-kayu,Positif,finance.detik.com,BBM
148,https://oto.detik.com/mobil/d-3195838/pertamina-sudah-siap-ekspor-pelumas-hasil-kerja-bareng-lamborghini,Positif,oto.detik.com,Kebakaran
149,https://oto.detik.com/eko-setyobudi/d-3302080/gonta-ganti-oli-merusak-mesin,Positif,oto.detik.com,Kebakaran
150,https://finance.detik.com/energi/d-3246295/pertamina-pastikan-putus-kontrak-kapal-mt-andhika-arsanti,Negatif,finance.detik.com,Migas
151,https://finance.detik.com/energi/d-3619084/pertamina-punya-kilang-bbm-di-papua-tapi-kesulitan-cari-minyak,Positif,finance.detik.com,Migas
152,https://finance.detik.com/energi/d-3111341/beli-minyak-dari-ri-pertamina-harus-lewat-singapura-dulu,Netral,finance.detik.com,Migas
153,https://sport.detik.com/sport-lain/d-3502267/pertamina-arden-bakal-kerja-keras-untuk-bangkit-di-monako,Negatif,sport.detik.com,Lainnya
154,https://finance.detik.com/energi/d-3702085/spbu-vivo-jual-bensin-lebih-murah-dari-premium-pertamina-tak-khawatir,Positif,finance.detik.com,BBM
155,https://news.detik.com/berita/d-3456108/warga-di-yogya-protes-bau-gas-pertamina-tutup-gudang-tabung-lpg,Negatif,news.detik.com,Migas
156,https://news.detik.com/berita/d-3314003/warga-sempat-panik-dengar-ledakan-dari-kilang-pertamina-cilacap,Negatif,news.detik.com,Kebakaran
157,https://finance.detik.com/energi/d-3468521/pertamina-berencana-impor-minyak-155-juta-barel-tahun-ini,Netral,finance.detik.com,Migas
158,https://finance.detik.com/energi/d-3455760/ini-tugas-baru-adiatma-sardjito-jadi-jubir-pertamina,Positif,finance.detik.com,Migas
159,https://oto.detik.com/berita/d-3429404/pertamina-buka-bengkel-berkonsep-modern-di-jakarta,Positif,oto.detik.com,BBM
160,https://news.detik.com/berita/d-3343950/tangki-bbm-depot-pertamina-di-belawan-medan-terbakar,Negatif,news.detik.com,Kebakaran
161,https://news.detik.com/berita/d-3145439/ada-spbu-terbakar-pertamina-jamin-pasokan-bbm-di-tembilahan-tak-terganggu,Negatif,news.detik.com,BBM
162,https://finance.detik.com/energi/d-3470413/pertamina-ingin-ambil-alih-lapangan-jambaran-tiung-biru-di-blok-cepu,Netral,finance.detik.com,Migas
163,https://news.detik.com/berita/d-3334202/ingin-outsourcing-dihapus-sopir-truk-tangki-pertamina-plumpang-mogok-kerja,Netral,news.detik.com,Migas
164,https://oto.detik.com/berita/d-3298572/pabrik-pertamina-ekspor-3-juta-liter-pelumas-per-tahun,Netral,oto.detik.com,Migas
165,https://news.detik.com/adv-nhl-detikcom/d-3258478/merawat-kendaraan-semakin-mudah-di-bengkel-one-stop-service-pertamina-lubricants,Positif,news.detik.com,Kebakaran
166,https://news.detik.com/berita/d-3653710/220-drum-oli-palsu-pertamina-dimusnahkan,Positif,news.detik.com,Hukum
167,https://news.detik.com/berita-jawa-timur/d-3656234/pertamina-jamin-stok-elpiji-3-kg-di-magetan-aman,Positif,news.detik.com,BBM
168,https://hot.detik.com/spotlight/d-3198002/belajar-seni-otodidak-tamara-pertamina-ciptakan-karya-soal-tubuh,Positif,hot.detik.com,Akademik
169,https://sport.detik.com/fotosport/d-3113120/sm-pertamina-target-pertahankan-gelar,Netral,sport.detik.com,Lainnya
170,https://news.detik.com/berita/d-3623621/truk-solar-pertamina-terguling-di-cilegon-muatan-tumpah,Positif,news.detik.com,Kecelakaan Kerja
171,https://oto.detik.com/oto-galeri/d-3273786/di-ajang-giias-pertamina-luncurkan-pertamax-turbo,Netral,oto.detik.com,Kebakaran
172,https://finance.detik.com/energi/d-3242181/pertamina-siapkan-pertamax-kemasan-kaleng-ini-daftar-harganya,Netral,finance.detik.com,BBM
173,https://news.detik.com/berita/d-3603808/sambut-hut-ri-gapura-kampung-di-jakarta-jabar-banten-dihias,Netral,news.detik.com,Lainnya
174,https://news.detik.com/berita/d-3229084/pertamina-peragakan-cara-kerja-dispenser-kesesuaian-bbm-di-spbu-bintaro,Netral,news.detik.com,BBM
175,https://finance.detik.com/energi/d-3548236/aksi-12-jam-demo-sopir-truk-tangki-pertamina-akhirnya-bubar,Positif,finance.detik.com,Kecelakaan Kerja
176,https://news.detik.com/berita/d-3601667/heboh-pertamax-dan-pertalite-warnanya-sama-ini-penjelasan-pertamina,Netral,news.detik.com,BBM
177,https://news.detik.com/adv-nhl-detikcom/d-3248276/bright-olimart-hadirkan-berbagai-promo-menarik-di-sepanjang-jalur-mudahik,Positif,news.detik.com,BBM
